None	ticker	m_ticker	comp_name	fye	per_type	per_end_date	active_ticker_flag	mkt_val	ep_val
310	IBM	IBM	INTL BUS MACH	12	Q	2014-03-31	Y	200447.75	225411.75
311	IBM	IBM	INTL BUS MACH	12	Q	2013-12-31	Y	203673.64	225463.64
312	IBM	IBM	INTL BUS MACH	12	Q	2013-09-30	Y	202850.98	221096.98
313	IBM	IBM	INTL BUS MACH	12	Q	2013-06-30	Y	211901.64	227836.64
314	IBM	IBM	INTL BUS MACH	12	Q	2013-03-31	Y	237724.98	250404.98
315	IBM	IBM	INTL BUS MACH	12	Q	2012-12-31	Y	216438.48	229397.48
316	IBM	IBM	INTL BUS MACH	12	Q	2012-09-30	Y	237068.67	249147.67
317	IBM	IBM	INTL BUS MACH	12	Q	2012-06-30	Y	225598.41	239177.41
318	IBM	IBM	INTL BUS MACH	12	Q	2012-03-31	Y	241754.84	255179.84
319	IBM	IBM	INTL BUS MACH	12	Q	2011-12-31	Y	216724.3	227659.3
320	IBM	IBM	INTL BUS MACH	12	Q	2011-09-30	Y	208843.41	221629.41
321	IBM	IBM	INTL BUS MACH	12	Q	2011-06-30	Y	207781.38	217932.38
322	IBM	IBM	INTL BUS MACH	12	Q	2011-03-31	Y	198869.75	207373.75
323	INTC	ITL	INTEL CORP	12	Q	2017-09-30	Y	178214.41	188208.41
324	INTC	ITL	INTEL CORP	12	Q	2017-06-30	Y	158544.27	160470.27
325	INTC	ITL	INTEL CORP	12	Q	2017-03-31	Y	169853.63	173236.63
326	INTC	ITL	INTEL CORP	12	Q	2016-12-31	Y	171883.53	175433.53
327	INTC	ITL	INTEL CORP	12	Q	2016-09-30	Y	178595.25	184869.25
328	INTC	ITL	INTEL CORP	12	Q	2016-06-30	Y	154881.59	161245.59
329	INTC	ITL	INTEL CORP	12	Q	2016-03-31	Y	152607.92	159291.92
330	INTC	ITL	INTEL CORP	12	Q	2015-12-31	Y	162569.55	157292.55
331	INTC	ITL	INTEL CORP	12	Q	2015-09-30	Y	142230.66	141446.66
332	INTC	ITL	INTEL CORP	12	Q	2015-06-30	Y	144592.92	142838.92
333	INTC	ITL	INTEL CORP	12	Q	2015-03-31	Y	148344.88	146338.88
334	INTC	ITL	INTEL CORP	12	Q	2014-12-31	Y	175462.16	173467.16
335	INTC	ITL	INTEL CORP	12	Q	2014-09-30	Y	172393.81	168902.81
336	INTC	ITL	INTEL CORP	12	Q	2014-06-30	Y	153820.2	149689.2
337	INTC	ITL	INTEL CORP	12	Q	2014-03-31	Y	128347.2	122473.2
338	INTC	ITL	INTEL CORP	12	Q	2013-12-31	Y	129022.3	122100.3
339	INTC	ITL	INTEL CORP	12	Q	2013-09-30	Y	114192.42	108203.42
340	INTC	ITL	INTEL CORP	12	Q	2013-06-30	Y	120447.33	116247.33
341	INTC	ITL	INTEL CORP	12	Q	2013-03-31	Y	107995.91	104065.91
342	INTC	ITL	INTEL CORP	12	Q	2012-12-31	Y	102337.06	97311.06
343	INTC	ITL	INTEL CORP	12	Q	2012-09-30	Y	113342.97	109977.97
344	INTC	ITL	INTEL CORP	12	Q	2012-06-30	Y	134076.14	127521.14
345	INTC	ITL	INTEL CORP	12	Q	2012-03-31	Y	140462.53	133797.53
346	INTC	ITL	INTEL CORP	12	Q	2011-12-31	Y	123481.0	115728.0
347	INTC	ITL	INTEL CORP	12	Q	2011-09-30	Y	112030.09	103908.09
348	INTC	ITL	INTEL CORP	12	Q	2011-06-30	Y	117492.33	108035.33
349	INTC	ITL	INTEL CORP	12	Q	2011-03-31	Y	110747.85	100852.85
350	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2017-09-30	Y	348946.81	
351	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2017-06-30	Y	356367.16	370877.16
352	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2017-03-31	Y	337641.63	325313.63
353	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2016-12-31	Y	313432.5	293967.5
354	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2016-09-30	Y	323189.16	306302.16
355	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2016-06-30	Y	333653.13	315604.13
356	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2016-03-31	Y	298452.84	278830.84
357	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2015-12-31	Y	284220.5	258701.5
358	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2015-09-30	Y	258327.45	235094.45
359	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2015-06-30	Y	270260.97	250391.97
360	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2015-03-31	Y	279724.34	263343.34
361	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2014-12-31	Y	292702.94	274735.94
362	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2014-09-30	Y	300614.41	280761.41
363	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2014-06-30	Y	295980.47	277659.47
364	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2014-03-31	Y	277826.31	261777.31
365	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2013-12-31	Y	258415.52	242537.52
366	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2013-09-30	Y	244298.86	228818.86
367	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2013-06-30	Y	241171.06	225685.06
368	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2013-03-31	Y	228042.36	217737.36
369	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2012-12-31	Y	194265.47	184665.47
370	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2012-09-30	Y	189987.7	181644.7
371	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2012-06-30	Y	185544.89	180154.89
372	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2012-03-31	Y	181081.97	160244.97
373	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2011-12-31	Y	179089.09	159797.09
374	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2011-09-30	Y	174533.16	156637.16
375	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2011-06-30	Y	182340.83	166338.83
376	JNJ	JNJ	JOHNSON & JOHNS	12	Q	2011-03-31	Y	162361.95	144749.95
377	JPM	CHL	JPMORGAN CHASE	12	Q	2017-09-30	Y	336096.25	-383210.75
378	JPM	CHL	JPMORGAN CHASE	12	Q	2017-06-30	Y	324726.31	-400091.69
379	JPM	CHL	JPMORGAN CHASE	12	Q	2017-03-31	Y	312522.25	-401049.75
380	JPM	CHL	JPMORGAN CHASE	12	Q	2016-12-31	Y	308768.41	-338945.59
381	JPM	CHL	JPMORGAN CHASE	12	Q	2016-09-30	Y	240521.88	-424577.13
382	JPM	CHL	JPMORGAN CHASE	12	Q	2016-06-30	Y	227224.8	-414500.19
383	JPM	CHL	JPMORGAN CHASE	12	Q	2016-03-31	Y	216852.81	-414403.19
384	JPM	CHL	JPMORGAN CHASE	12	Q	2015-12-31	Y	243065.02	-338030.0
385	JPM	CHL	JPMORGAN CHASE	12	Q	2015-09-30	Y	225471.16	-405970.84
386	JPM	CHL	JPMORGAN CHASE	12	Q	2015-06-30	Y	251463.28	-420486.72
387	JPM	CHL	JPMORGAN CHASE	12	Q	2015-03-31	Y	224953.13	-591439.88
388	JPM	CHL	JPMORGAN CHASE	12	Q	2014-12-31	Y	233935.89	-566499.13
389	JPM	CHL	JPMORGAN CHASE	12	Q	2014-09-30	Y	226579.59	-517421.41
390	JPM	CHL	JPMORGAN CHASE	12	Q	2014-06-30	Y	218075.17	-520943.81
391	JPM	CHL	JPMORGAN CHASE	12	Q	2014-03-31	Y	229898.16	-487779.84
392	JPM	CHL	JPMORGAN CHASE	12	Q	2013-12-31	Y	219837.39	-451723.63
393	JPM	CHL	JPMORGAN CHASE	12	Q	2013-09-30	Y	194571.41	-521835.59
394	JPM	CHL	JPMORGAN CHASE	12	Q	2013-06-30	Y	199529.11	-486924.88
395	JPM	CHL	JPMORGAN CHASE	12	Q	2013-03-31	Y	181651.59	-465322.41
396	JPM	CHL	JPMORGAN CHASE	12	Q	2012-12-31	Y	167144.23	-469998.75
397	JPM	CHL	JPMORGAN CHASE	12	Q	2012-09-30	Y	153773.56	-460504.44
398	JPM	CHL	JPMORGAN CHASE	12	Q	2012-06-30	Y	136012.19	-442720.81
399	JPM	CHL	JPMORGAN CHASE	12	Q	2012-03-31	Y	175522.22	-400443.78
400	JPM	CHL	JPMORGAN CHASE	12	Q	2011-12-31	Y	126342.23	-411332.78
401	JPM	CHL	JPMORGAN CHASE	12	Q	2011-09-30	Y	117439.4	-466970.59
402	JPM	CHL	JPMORGAN CHASE	12	Q	2011-06-30	Y	162682.67	-392511.31
403	JPM	CHL	JPMORGAN CHASE	12	Q	2011-03-31	Y	183639.81	-325055.19
404	KO	KO	COCA COLA CO	12	Q	2017-09-30	Y	191772.61	196886.61
405	KO	KO	COCA COLA CO	12	Q	2017-06-30	Y	191298.89	195879.89
406	KO	KO	COCA COLA CO	12	Q	2017-03-31	Y	181327.41	187660.41
407	KO	KO	COCA COLA CO	12	Q	2016-12-31	Y	178815.28	186298.28
408	KO	KO	COCA COLA CO	12	Q	2016-09-30	Y	182524.42	188618.42
409	KO	KO	COCA COLA CO	12	Q	2016-06-30	Y	196106.63	201283.63
410	KO	KO	COCA COLA CO	12	Q	2016-03-31	Y	200692.38	205471.38
411	KO	KO	COCA COLA CO	12	Q	2015-12-31	Y	186832.41	195243.41
412	KO	KO	COCA COLA CO	12	Q	2015-09-30	Y	174522.17	177697.17
413	KO	KO	COCA COLA CO	12	Q	2015-06-30	Y	170650.67	175680.67
414	KO	KO	COCA COLA CO	12	Q	2015-03-31	Y	177142.39	183180.39
415	KO	KO	COCA COLA CO	12	Q	2014-12-31	Y	184928.39	182316.39
416	KO	KO	COCA COLA CO	12	Q	2014-09-30	Y	187103.53	183500.53
417	KO	KO	COCA COLA CO	12	Q	2014-06-30	Y	186179.95	183213.95
418	KO	KO	COCA COLA CO	12	Q	2014-03-31	Y	170331.83	169538.83
419	KO	KO	COCA COLA CO	12	Q	2013-12-31	Y	182421.8	181307.8
420	KO	KO	COCA COLA CO	12	Q	2013-09-30	Y	167927.89	161641.89
421	KO	KO	COCA COLA CO	12	Q	2013-06-30	Y	178640.13	173606.13
422	KO	KO	COCA COLA CO	12	Q	2013-03-31	Y	180229.69	176092.69
423	KO	KO	COCA COLA CO	12	Q	2012-12-31	Y	162587.13	160772.13
424	KO	KO	COCA COLA CO	12	Q	2012-09-30	Y	170757.98	168855.98
425	KO	KO	COCA COLA CO	12	Q	2012-06-30	Y	176392.75	175816.75
426	KO	KO	COCA COLA CO	12	Q	2012-03-31	Y	167601.14	168173.14
427	KO	KO	COCA COLA CO	12	Q	2011-12-31	Y	158918.13	158539.13
428	KO	KO	COCA COLA CO	12	Q	2011-09-30	Y	155124.25	152335.25
429	KO	KO	COCA COLA CO	12	Q	2011-06-30	Y	154043.91	151399.91
430	KO	KO	COCA COLA CO	12	Q	2011-03-31	Y	152258.8	152662.8
431	MCD	MCD	MCDONALDS CORP	12	Q	2017-09-30	Y	126910.26	
432	MCD	MCD	MCDONALDS CORP	12	Q	2017-06-30	Y	124836.13	150594.64
433	MCD	MCD	MCDONALDS CORP	12	Q	2017-03-31	Y	105859.38	130431.38
434	MCD	MCD	MCDONALDS CORP	12	Q	2016-12-31	Y	101081.65	125736.75
435	MCD	MCD	MCDONALDS CORP	12	Q	2016-09-30	Y	98443.85	122184.15
436	MCD	MCD	MCDONALDS CORP	12	Q	2016-06-30	Y	105641.43	128523.43
437	MCD	MCD	MCDONALDS CORP	12	Q	2016-03-31	Y	110306.2	130348.7
438	MCD	MCD	MCDONALDS CORP	12	Q	2015-12-31	Y	108479.7	124916.3
439	MCD	MCD	MCDONALDS CORP	12	Q	2015-09-30	Y	92796.55	108334.55
440	MCD	MCD	MCDONALDS CORP	12	Q	2015-06-30	Y	91126.03	105029.13
441	MCD	MCD	MCDONALDS CORP	12	Q	2015-03-31	Y	93457.34	106114.34
442	MCD	MCD	MCDONALDS CORP	12	Q	2014-12-31	Y	91189.22	104047.02
443	MCD	MCD	MCDONALDS CORP	12	Q	2014-09-30	Y	93096.7	104380.3
444	MCD	MCD	MCDONALDS CORP	12	Q	2014-06-30	Y	99573.13	110793.93
445	MCD	MCD	MCDONALDS CORP	12	Q	2014-03-31	Y	97038.04	108119.64
446	MCD	MCD	MCDONALDS CORP	12	Q	2013-12-31	Y	96547.77	107878.87
447	MCD	MCD	MCDONALDS CORP	12	Q	2013-09-30	Y	96175.95	107119.45
448	MCD	MCD	MCDONALDS CORP	12	Q	2013-06-30	Y	99252.36	110343.76
449	MCD	MCD	MCDONALDS CORP	12	Q	2013-03-31	Y	99968.34	110896.95
450	MCD	MCD	MCDONALDS CORP	12	Q	2012-12-31	Y	88560.81	99857.21
451	MCD	MCD	MCDONALDS CORP	12	Q	2012-09-30	Y	92523.55	103097.05
452	MCD	MCD	MCDONALDS CORP	12	Q	2012-06-30	Y	89968.17	100203.97
453	MCD	MCD	MCDONALDS CORP	12	Q	2012-03-31	Y	99920.34	109686.95
454	MCD	MCD	MCDONALDS CORP	12	Q	2011-12-31	Y	102659.47	112457.57
455	MCD	MCD	MCDONALDS CORP	12	Q	2011-09-30	Y	90608.47	99207.77
456	MCD	MCD	MCDONALDS CORP	12	Q	2011-06-30	Y	87488.49	96481.29
457	MCD	MCD	MCDONALDS CORP	12	Q	2011-03-31	Y	79384.63	87969.02
458	MMM	MMM	3M CO	12	Q	2017-09-30	Y	125261.44	
459	MMM	MMM	3M CO	12	Q	2017-06-30	Y	124240.97	132534.97
460	MMM	MMM	3M CO	12	Q	2017-03-31	Y	114269.86	122757.86
461	MMM	MMM	3M CO	12	Q	2016-12-31	Y	106557.37	114557.37
462	MMM	MMM	3M CO	12	Q	2016-09-30	Y	105996.35	114409.35
463	MMM	MMM	3M CO	12	Q	2016-06-30	Y	106212.91	113646.91
464	MMM	MMM	3M CO	12	Q	2016-03-31	Y	101063.6	108477.6
465	MMM	MMM	3M CO	12	Q	2015-12-31	Y	92751.01	99588.01
466	MMM	MMM	3M CO	12	Q	2015-09-30	Y	87289.63	94505.63
467	MMM	MMM	3M CO	12	Q	2015-06-30	Y	96398.16	101344.16
468	MMM	MMM	3M CO	12	Q	2015-03-31	Y	104634.55	108284.55
469	MMM	MMM	3M CO	12	Q	2014-12-31	Y	104514.1	108696.1
470	MMM	MMM	3M CO	12	Q	2014-09-30	Y	90791.23	93320.23
471	MMM	MMM	3M CO	12	Q	2014-06-30	Y	93718.79	96032.79
472	MMM	MMM	3M CO	12	Q	2014-03-31	Y	89900.8	91487.8
473	MMM	MMM	3M CO	12	Q	2013-12-31	Y	93300.19	94289.19
474	MMM	MMM	3M CO	12	Q	2013-09-30	Y	81612.92	81834.92
475	MMM	MMM	3M CO	12	Q	2013-06-30	Y	75472.82	76104.82
476	MMM	MMM	3M CO	12	Q	2013-03-31	Y	73352.84	73840.84
477	MMM	MMM	3M CO	12	Q	2012-12-31	Y	64245.8	64630.8
478	MMM	MMM	3M CO	12	Q	2012-09-30	Y	63891.7	63725.7
479	MMM	MMM	3M CO	12	Q	2012-06-30	Y	62170.93	62924.93
480	MMM	MMM	3M CO	12	Q	2012-03-31	Y	61977.49	62756.49
481	MMM	MMM	3M CO	12	Q	2011-12-31	Y	57280.07	58084.07
482	MMM	MMM	3M CO	12	Q	2011-09-30	Y	50937.59	51030.59
483	MMM	MMM	3M CO	12	Q	2011-06-30	Y	67398.23	67358.23
484	MMM	MMM	3M CO	12	Q	2011-03-31	Y	66553.77	67007.77
485	MRK	MRK	MERCK & CO INC	12	Q	2017-09-30	Y	175132.53	
486	MRK	MRK	MERCK & CO INC	12	Q	2017-06-30	Y	175296.64	185035.64
487	MRK	MRK	MERCK & CO INC	12	Q	2017-03-31	Y	174196.83	182384.83
488	MRK	MRK	MERCK & CO INC	12	Q	2016-12-31	Y	162312.72	172245.72
489	MRK	MRK	MERCK & CO INC	12	Q	2016-09-30	Y	172576.64	183165.64
490	MRK	MRK	MERCK & CO INC	12	Q	2016-06-30	Y	159465.94	171273.94
491	MRK	MRK	MERCK & CO INC	12	Q	2016-03-31	Y	146545.42	157258.42
492	MRK	MRK	MERCK & CO INC	12	Q	2015-12-31	Y	147554.95	157956.95
493	MRK	MRK	MERCK & CO INC	12	Q	2015-09-30	Y	139113.61	151148.61
494	MRK	MRK	MERCK & CO INC	12	Q	2015-06-30	Y	160839.91	173538.91
495	MRK	MRK	MERCK & CO INC	12	Q	2015-03-31	Y	162579.48	172484.48
496	MRK	MRK	MERCK & CO INC	12	Q	2014-12-31	Y	161901.08	164881.08
497	MRK	MRK	MERCK & CO INC	12	Q	2014-09-30	Y	171000.98	175219.98
498	MRK	MRK	MERCK & CO INC	12	Q	2014-06-30	Y	169059.45	174254.45
499	MRK	MRK	MERCK & CO INC	12	Q	2014-03-31	Y	166939.11	166015.11
500	MRK	MRK	MERCK & CO INC	12	Q	2013-12-31	Y	146242.55	149295.55
501	MRK	MRK	MERCK & CO INC	12	Q	2013-09-30	Y	139321.84	143799.84
502	MRK	MRK	MERCK & CO INC	12	Q	2013-06-30	Y	140260.98	144688.98
503	MRK	MRK	MERCK & CO INC	12	Q	2013-03-31	Y	133588.67	133655.67
504	MRK	MRK	MERCK & CO INC	12	Q	2012-12-31	Y	124460.55	124573.55
505	MRK	MRK	MERCK & CO INC	12	Q	2012-09-30	Y	137342.78	136796.78
506	MRK	MRK	MERCK & CO INC	12	Q	2012-06-30	Y	126985.34	124592.34
507	MRK	MRK	MERCK & CO INC	12	Q	2012-03-31	Y	116889.91	116551.91
508	MRK	MRK	MERCK & CO INC	12	Q	2011-12-31	Y	114906.63	115459.63
509	MRK	MRK	MERCK & CO INC	12	Q	2011-09-30	Y	100742.07	100858.07
510	MRK	MRK	MERCK & CO INC	12	Q	2011-06-30	Y	108925.59	110727.59
511	MRK	MRK	MERCK & CO INC	12	Q	2011-03-31	Y	101772.5	104387.5
512	MSFT	MSFT	MICROSOFT CORP	6	Q	2017-09-30	Y	574659.81	518211.81
513	MSFT	MSFT	MICROSOFT CORP	6	Q	2017-06-30	Y	531312.44	474404.44
514	MSFT	MSFT	MICROSOFT CORP	6	Q	2017-03-31	Y	508935.16	459139.16
515	MSFT	MSFT	MICROSOFT CORP	6	Q	2016-12-31	Y	483160.34	419685.34
516	MSFT	MSFT	MICROSOFT CORP	6	Q	2016-09-30	Y	447860.25	371082.25
517	MSFT	MSFT	MICROSOFT CORP	6	Q	2016-06-30	Y	399535.38	326852.38
518	MSFT	MSFT	MICROSOFT CORP	6	Q	2016-03-31	Y	434133.59	369477.59
519	MSFT	MSFT	MICROSOFT CORP	6	Q	2015-12-31	Y	443169.44	381208.44
520	MSFT	MSFT	MICROSOFT CORP	6	Q	2015-09-30	Y	353545.03	282009.03
521	MSFT	MSFT	MICROSOFT CORP	6	Q	2015-06-30	Y	354392.09	285674.09
522	MSFT	MSFT	MICROSOFT CORP	6	Q	2015-03-31	Y	329834.03	262040.03
523	MSFT	MSFT	MICROSOFT CORP	6	Q	2014-12-31	Y	381065.81	309076.81
524	MSFT	MSFT	MICROSOFT CORP	6	Q	2014-09-30	Y	382138.69	311417.69
525	MSFT	MSFT	MICROSOFT CORP	6	Q	2014-06-30	Y	344459.19	279395.19
526	MSFT	MSFT	MICROSOFT CORP	6	Q	2014-03-31	Y	340246.72	272500.72
527	MSFT	MSFT	MICROSOFT CORP	6	Q	2013-12-31	Y	312297.5	249029.5
528	MSFT	MSFT	MICROSOFT CORP	6	Q	2013-09-30	Y	277220.94	209180.94
529	MSFT	MSFT	MICROSOFT CORP	6	Q	2013-06-30	Y	288489.0	224068.0
530	MSFT	MSFT	MICROSOFT CORP	6	Q	2013-03-31	Y	239602.48	177068.48
531	MSFT	MSFT	MICROSOFT CORP	6	Q	2012-12-31	Y	224801.17	168436.17
532	MSFT	MSFT	MICROSOFT CORP	6	Q	2012-09-30	Y	249489.91	192559.91
533	MSFT	MSFT	MICROSOFT CORP	6	Q	2012-06-30	Y	256982.5	204655.5
534	MSFT	MSFT	MICROSOFT CORP	6	Q	2012-03-31	Y	270644.34	223053.34
535	MSFT	MSFT	MICROSOFT CORP	6	Q	2011-12-31	Y	218380.25	178576.25
536	MSFT	MSFT	MICROSOFT CORP	6	Q	2011-09-30	Y	208535.05	163059.05
537	MSFT	MSFT	MICROSOFT CORP	6	Q	2011-06-30	Y	219251.95	178400.95
538	MSFT	MSFT	MICROSOFT CORP	6	Q	2011-03-31	Y	213336.5	175101.5
539	NKE	NIKE	NIKE INC-B	5	Q	2017-09-30	Y	85199.6	83152.6
540	NKE	NIKE	NIKE INC-B	5	Q	2017-06-30	Y	96948.45	94240.45
541	NKE	NIKE	NIKE INC-B	5	Q	2017-03-31	Y	91997.13	89309.13
542	NKE	NIKE	NIKE INC-B	5	Q	2016-12-31	Y	84097.07	81627.07
543	NKE	NIKE	NIKE INC-B	5	Q	2016-09-30	Y	87685.1	84891.1
544	NKE	NIKE	NIKE INC-B	5	Q	2016-06-30	Y	92604.57	89140.57
545	NKE	NIKE	NIKE INC-B	5	Q	2016-03-31	Y	103559.87	100501.87
546	NKE	NIKE	NIKE INC-B	5	Q	2015-12-31	Y	106446.75	102397.75
547	NKE	NIKE	NIKE INC-B	5	Q	2015-09-30	Y	104794.3	100465.3
548	NKE	NIKE	NIKE INC-B	5	Q	2015-06-30	Y	92395.12	87550.12
549	NKE	NIKE	NIKE INC-B	5	Q	2015-03-31	Y	86258.52	81979.52
550	NKE	NIKE	NIKE INC-B	5	Q	2014-12-31	Y	83067.55	79438.55
551	NKE	NIKE	NIKE INC-B	5	Q	2014-09-30	Y	76846.42	73462.42
552	NKE	NIKE	NIKE INC-B	5	Q	2014-06-30	Y	68099.53	64156.53
553	NKE	NIKE	NIKE INC-B	5	Q	2014-03-31	Y	64859.2	61031.2
554	NKE	NIKE	NIKE INC-B	5	Q	2013-12-31	Y	69954.6	65968.6
555	NKE	NIKE	NIKE INC-B	5	Q	2013-09-30	Y	64675.24	60304.24
556	NKE	NIKE	NIKE INC-B	5	Q	2013-06-30	Y	56905.4	52150.4
557	NKE	NIKE	NIKE INC-B	5	Q	2013-03-31	Y	52855.91	48974.91
558	NKE	NIKE	NIKE INC-B	5	Q	2012-12-31	Y	46496.96	43141.96
559	NKE	NIKE	NIKE INC-B	5	Q	2012-09-30	Y	43266.62	40225.62
560	NKE	NIKE	NIKE INC-B	5	Q	2012-06-30	Y	40235.54	36706.54
561	NKE	NIKE	NIKE INC-B	5	Q	2012-03-31	Y	49705.43	46737.43
562	NKE	NIKE	NIKE INC-B	5	Q	2011-12-31	Y	44225.45	41094.45
563	NKE	NIKE	NIKE INC-B	5	Q	2011-09-30	Y	39648.25	36186.25
564	NKE	NIKE	NIKE INC-B	5	Q	2011-06-30	Y	42662.13	38400.13
565	NKE	NIKE	NIKE INC-B	5	Q	2011-03-31	Y	35891.56	31702.56
566	PFE	PFE	PFIZER INC	12	Q	2017-09-30	Y	212320.38	
567	PFE	PFE	PFIZER INC	12	Q	2017-06-30	Y	200459.88	220340.88
568	PFE	PFE	PFIZER INC	12	Q	2017-03-31	Y	203724.88	
569	PFE	PFE	PFIZER INC	12	Q	2016-12-31	Y	197100.19	210672.19
570	PFE	PFE	PFIZER INC	12	Q	2016-09-30	Y	205443.64	221534.64
571	PFE	PFE	PFIZER INC	12	Q	2016-06-30	Y	213543.33	223083.33
572	PFE	PFE	PFIZER INC	12	Q	2016-03-31	Y	183527.3	191934.3
573	PFE	PFE	PFIZER INC	12	Q	2015-12-31	Y	199280.69	204756.69
574	PFE	PFE	PFIZER INC	12	Q	2015-09-30	Y	193716.41	202164.41
575	PFE	PFE	PFIZER INC	12	Q	2015-06-30	Y	206466.69	202967.69
576	PFE	PFE	PFIZER INC	12	Q	2015-03-31	Y	213622.23	215312.23
577	PFE	PFE	PFIZER INC	12	Q	2014-12-31	Y	196265.47	191713.47
578	PFE	PFE	PFIZER INC	12	Q	2014-09-30	Y	187499.33	185749.33
579	PFE	PFE	PFIZER INC	12	Q	2014-06-30	Y	189090.98	187334.98
580	PFE	PFE	PFIZER INC	12	Q	2014-03-31	Y	204884.41	198684.41
581	PFE	PFE	PFIZER INC	12	Q	2013-12-31	Y	198515.2	196602.2
582	PFE	PFE	PFIZER INC	12	Q	2013-09-30	Y	190168.13	188336.13
583	PFE	PFE	PFIZER INC	12	Q	2013-06-30	Y	198681.19	196538.19
584	PFE	PFE	PFIZER INC	12	Q	2013-03-31	Y	207377.7	203550.7
585	PFE	PFE	PFIZER INC	12	Q	2012-12-31	Y	184648.2	183015.2
586	PFE	PFE	PFIZER INC	12	Q	2012-09-30	Y	185616.69	193772.69
587	PFE	PFE	PFIZER INC	12	Q	2012-06-30	Y	172227.14	178831.14
588	PFE	PFE	PFIZER INC	12	Q	2012-03-31	Y	170685.13	180299.13
589	PFE	PFE	PFIZER INC	12	Q	2011-12-31	Y	166345.97	174558.97
590	PFE	PFE	PFIZER INC	12	Q	2011-09-30	Y	137941.61	144423.61
591	PFE	PFE	PFIZER INC	12	Q	2011-06-30	Y	162763.28	173049.28
592	PFE	PFE	PFIZER INC	12	Q	2011-03-31	Y	162301.52	173649.52
593	PG	PG	PROCTER & GAMBL	6	Q	2017-09-30	Y	230812.45	235984.45
594	PG	PG	PROCTER & GAMBL	6	Q	2017-06-30	Y	222896.06	230812.06
595	PG	PG	PROCTER & GAMBL	6	Q	2017-03-31	Y	229801.61	233117.61
596	PG	PG	PROCTER & GAMBL	6	Q	2016-12-31	Y	224997.52	229027.52
597	PG	PG	PROCTER & GAMBL	6	Q	2016-09-30	Y	240170.39	244168.39
598	PG	PG	PROCTER & GAMBL	6	Q	2016-06-30	Y	225379.02	232014.02
599	PG	PG	PROCTER & GAMBL	6	Q	2016-03-31	Y	219097.03	225455.03
600	PG	PG	PROCTER & GAMBL	6	Q	2015-12-31	Y	216040.73	220420.73
601	PG	PG	PROCTER & GAMBL	6	Q	2015-09-30	Y	195718.05	201573.05
602	PG	PG	PROCTER & GAMBL	6	Q	2015-06-30	Y	212264.81	220056.81
603	PG	PG	PROCTER & GAMBL	6	Q	2015-03-31	Y	222302.91	227592.91
604	PG	PG	PROCTER & GAMBL	6	Q	2014-12-31	Y	246136.02	253103.02
605	PG	PG	PROCTER & GAMBL	6	Q	2014-09-30	Y	226275.45	235535.45
606	PG	PG	PROCTER & GAMBL	6	Q	2014-06-30	Y	212661.41	222897.41
607	PG	PG	PROCTER & GAMBL	6	Q	2014-03-31	Y	218539.5	230739.5
608	PG	PG	PROCTER & GAMBL	6	Q	2013-12-31	Y	221291.22	235430.22
609	PG	PG	PROCTER & GAMBL	6	Q	2013-09-30	Y	206991.88	218897.88
610	PG	PG	PROCTER & GAMBL	6	Q	2013-06-30	Y	211012.13	225313.13
611	PG	PG	PROCTER & GAMBL	6	Q	2013-03-31	Y	210501.03	226893.03
612	PG	PG	PROCTER & GAMBL	6	Q	2012-12-31	Y	185626.95	203746.95
613	PG	PG	PROCTER & GAMBL	6	Q	2012-09-30	Y	191250.16	210681.16
614	PG	PG	PROCTER & GAMBL	6	Q	2012-06-30	Y	167831.5	185670.5
615	PG	PG	PROCTER & GAMBL	6	Q	2012-03-31	Y	185123.17	203675.17
616	PG	PG	PROCTER & GAMBL	6	Q	2011-12-31	Y	183540.56	199613.56
617	PG	PG	PROCTER & GAMBL	6	Q	2011-09-30	Y	173603.98	193614.98
618	PG	PG	PROCTER & GAMBL	6	Q	2011-06-30	Y	177442.58	197941.58
619	PG	PG	PROCTER & GAMBL	6	Q	2011-03-31	Y	172528.3	192522.3
